instance_id,source_row_1_based,org,dest,days,level,people_number,budget,local_constraint,constraint_signature,reference_size_quartile,reference_chars,reference_items,query
travelplanner_test_0540,540,Cincinnati,New York,5,medium,5,17300,"{""cuisine"": [""American"", ""Indian""], ""house rule"": null, ""room type"": null, ""transportation"": null}",cuisine,2,25941,135,"Could you formulate a 5-day travel itinerary for a group of 5, with a starting point in Cincinnati and going to explore 2 cities in New York from March 8th to March 12th, 2022? Keep in mind a budget of $17,300. Also, during our travel, we are interested in enjoying American and Indian cuisines."
travelplanner_test_0541,541,Burbank,Washington,5,medium,4,16900,"{""cuisine"": null, ""house rule"": ""visitors"", ""room type"": null, ""transportation"": null}",house rule,2,25746,139,"Could you prepare a 5-day travel plan for a party of 4, departing from Burbank and visiting 2 cities in Washington from March 21st to March 25th, 2022? We have set aside a budget of $16,900 for this journey. Since we expect to entertain visitors, we require accommodations with a visitors-allowed policy."
travelplanner_test_0545,545,Louisville,North Carolina,5,medium,2,4000,"{""cuisine"": [""Chinese"", ""Mediterranean""], ""house rule"": null, ""room type"": null, ""transportation"": null}",cuisine,4,28605,143,"Could you construct a 5-day travel itinerary for a pair, commencing in Louisville and touring 2 cities in North Carolina from March 19th to March 23rd, 2022? We are operating on a budget of $4,000. As for dining preferences, we enjoy Mediterranean and Chinese cuisine."
travelplanner_test_0547,547,Jacksonville,Indiana,5,medium,2,3400,"{""cuisine"": null, ""house rule"": ""visitors"", ""room type"": null, ""transportation"": null}",house rule,2,25101,132,"Could you help in creating a 5-day trip starting from Jacksonville and covering 2 cities in Indiana for 2 people from March 24th to March 28th, 2022? Our budget is set at $3,400. Our accommodations must be visitor-friendly."
travelplanner_test_0550,550,Santa Ana,Idaho,5,medium,2,5200,"{""cuisine"": null, ""house rule"": null, ""room type"": ""entire room"", ""transportation"": null}",room type,3,26666,137,"May you create a travel schedule for 2 individuals traveling from Santa Ana to Idaho over 5 days, from March 5th to March 9th, 2022? We plan to visit 2 cities. We've set a budget of $5,200 for this trip. For accommodations, we'd prefer to book entire rooms. There are no specific cuisine preferences or transportation constraints for this trip."
travelplanner_test_0551,551,Fort Myers,Ohio,5,medium,2,3200,"{""cuisine"": null, ""house rule"": null, ""room type"": ""not shared room"", ""transportation"": null}",room type,1,24273,125,"Could you help me curate a 5-day travel plan that begins in Fort Myers and includes visiting 2 cities in Ohio from March 3rd to March 7th, 2022? The budget for the trip is $3,200 for two people, and we prefer accommodations where rooms are not shared."
travelplanner_test_0553,553,Johnstown,Illinois,5,medium,5,11800,"{""cuisine"": [""Mexican"", ""French""], ""house rule"": null, ""room type"": null, ""transportation"": null}",cuisine,2,25856,134,"Could you assist in designing a 5-day travel plan for a group of 5 departing from Johnstown and planning to visit 2 cities in Illinois from March 1st to March 5th, 2022? We have allocated a budget of $11,800 for this trip. Additionally, we are interested in trying Mexican and French cuisines during our stay. We require accommodations that accommodate our group size."
travelplanner_test_0554,554,Baltimore,New York,5,medium,3,6900,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": null, ""transportation"": null}",house rule,4,29423,148,"Could you assemble a 5-day travel plan for a team of 3, leaving from Baltimore and visiting 2 cities in New York from March 2nd to March 6th, 2022? We have a budget of $6,900, and we require accommodations that are pet-friendly."
travelplanner_test_0563,563,Norfolk,Tennessee,5,medium,3,5800,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": null, ""transportation"": null}",house rule,3,27574,143,"Could you construct a travel itinerary for a group of 3 departing from Norfolk to Tennessee? We plan to explore 2 cities in Tennessee within 5 days, from March 6th to March 10th, 2022. Our budget for this trip has been reset to $5,800. We are bringing our pets, so our accommodations must allow pets."
travelplanner_test_0569,569,New Orleans,Kentucky,7,medium,2,8100,"{""cuisine"": null, ""house rule"": null, ""room type"": ""entire room"", ""transportation"": null}",room type,1,35805,192,"Could you help me organize a 7-day trip for 2 people, departing from New Orleans and visiting 3 cities in Kentucky? The travel dates we're considering are from March 22nd to March 28th, 2022. Our budget is now $8,100. For accommodations, we require entire rooms. Dining preferences and transportation options haven't been specified."
travelplanner_test_0573,573,Des Moines,Missouri,7,medium,2,7700,"{""cuisine"": [""American"", ""Indian""], ""house rule"": null, ""room type"": null, ""transportation"": null}",cuisine,3,41628,221,"Could you please create a 7-day travel itinerary for 2 people, starting from Des Moines and visiting 3 cities in Missouri between March 22nd and March 28th, 2022? We prefer American and Indian cuisines. Our budget for the trip is set to $7,700."
travelplanner_test_0575,575,Orlando,Iowa,7,medium,2,2300,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": null, ""transportation"": null}",house rule,1,35615,188,"Could you create a 7-day travel itinerary for 2 people, leaving from Orlando and heading to Iowa where we'll visit 3 separate cities? Our journey is scheduled to take place from March 16th through March 22nd, 2022, and our budget for the trip is $2,300. It's important that our accommodations allow pets, as we will be bringing ours along."
travelplanner_test_0576,576,South Bend,North Carolina,7,medium,2,2900,"{""cuisine"": [""Indian"", ""Mediterranean""], ""house rule"": null, ""room type"": null, ""transportation"": null}",cuisine,2,38934,200,"Could you help design a 7-day travel itinerary for two people departing from South Bend and visiting three cities in North Carolina from March 5th to March 11th, 2022? Our budget is now set at $2,900. We would like to explore accommodations and taste Mediterranean and Indian cuisines during our trip."
travelplanner_test_0577,577,Appleton,Illinois,7,medium,2,7300,"{""cuisine"": null, ""house rule"": ""smoking"", ""room type"": null, ""transportation"": null}",house rule,2,37978,196,"I need your assistance in creating a travel itinerary. The journey should start from Appleton and cover 3 different cities in Illinois over a period of 7 days, specifically from March 1st to March 7th, 2022. The budget for this trip is set at $7,300 for 2 people. It's significant to note that our chosen accommodations must permit smoking."
travelplanner_test_0584,584,Orlando,Illinois,7,medium,5,21200,"{""cuisine"": null, ""house rule"": null, ""room type"": ""entire room"", ""transportation"": null}",room type,4,43434,221,"Can you craft a travel plan for 5 individuals leaving from Orlando and visiting 3 cities in Illinois over a 7-day period - from March 8th to March 14th, 2022? Our budget is $21,200, and we prefer to have accommodations with entire rooms."
travelplanner_test_0585,585,Cincinnati,Minnesota,7,medium,8,13000,"{""cuisine"": [""Chinese"", ""Indian""], ""house rule"": null, ""room type"": null, ""transportation"": null}",cuisine,1,31693,167,"Could you please draft a week-long travel plan for a group of 8 people? Our trip will begin from Cincinnati heading towards Minnesota, and will span from March 5th to March 11th, 2022. We're planning to tour 3 cities within the state. Our journey budget is reevaluated and set at $13,000. Concerning cuisine preferences, we are interested in trying Indian and Chinese foods during our travel."
travelplanner_test_0587,587,Great Falls,Washington,7,medium,2,3500,"{""cuisine"": [""Italian"", ""Mexican""], ""house rule"": null, ""room type"": null, ""transportation"": null}",cuisine,2,37868,201,"Can you help me plan a 7-day trip from Great Falls to Washington for two people from March 13th to March 19th, 2022? We plan to visit 3 cities in Washington and have a budget of $3,500. During our trip, we would love to enjoy Mexican and Italian cuisine."
travelplanner_test_0592,592,Huntsville,Michigan,7,medium,2,5800,"{""cuisine"": null, ""house rule"": null, ""room type"": ""private room"", ""transportation"": null}",room type,2,38191,198,"I need assistance with a week-long travel itinerary for 2 individuals departing from Huntsville and traveling to Michigan. The trip should cover 3 different cities in Michigan and spans from March 4th to March 10th, 2022. Our budget is now set at $5,800. We'd prefer private rooms for accommodations."
travelplanner_test_0595,595,New Orleans,Massachusetts,7,medium,2,11600,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": null, ""transportation"": null}",house rule,4,41874,224,"Could you help create a 7-day travel plan for 2 individuals, starting from New Orleans to Massachusetts, planning to visit three cities between March 8th and March 14th, 2022? We have a budget of $11,600 for this trip, and we need our accommodations to be pet-friendly as we will be traveling with pets."
travelplanner_test_0597,597,Milwaukee,Georgia,7,medium,5,10200,"{""cuisine"": [""Chinese"", ""Mexican""], ""house rule"": null, ""room type"": null, ""transportation"": null}",cuisine,3,41324,224,"I would like you to plan a week-long journey for 5 people. This journey will begin in Milwaukee and will involve a trip to Georgia where we will explore 3 cities. The trip will occur from the 11th to the 17th of March, 2022. We have set our new budget to be $10,200. While we have no specific house rules or room type preferences, we would like to ensure that accommodations are situated near places offering Mexican and Chinese cuisine."
travelplanner_test_0599,599,St. Petersburg,Tennessee,7,medium,7,14700,"{""cuisine"": [""Chinese"", ""Italian""], ""house rule"": null, ""room type"": null, ""transportation"": null}",cuisine,2,38002,198,"Can you help design a week-long trip plan for a group of 7 starting from St. Petersburg and visiting 3 cities in Tennessee from March 10th to March 16th, 2022? We are passionate about Italian and Chinese cuisine and have set a budget of $14,700 for our journey."
travelplanner_test_0608,608,State College,Michigan,7,medium,8,11200,"{""cuisine"": [""Mediterranean"", ""French""], ""house rule"": null, ""room type"": null, ""transportation"": null}",cuisine,1,36118,186,"Could you assist in laying out a travel plan that covers a week from March 14th to March 20th, 2022 for a group of 8 departing from State College and exploring 3 cities in Michigan? The total budget for this trip is now set at $11,200. High on our priorities are accommodations that should provide access to both Mediterranean and French cuisines, which we look forward to enjoying during our journey."
travelplanner_test_0616,616,Cincinnati,South Carolina,7,medium,5,20100,"{""cuisine"": null, ""house rule"": ""children under 10"", ""room type"": null, ""transportation"": null}",house rule,4,43579,233,"Could you organize a week-long trip starting from Cincinnati to South Carolina, visiting 3 distinct cities, for a group of 5 individuals? Our journey is planned from March 25th to March 31st, 2022, and we have a budget of $20,100. Our accommodations need to be friendly to children under 10."
travelplanner_test_0629,629,San Jose,Washington,7,medium,3,15700,"{""cuisine"": null, ""house rule"": null, ""room type"": ""private room"", ""transportation"": null}",room type,3,40998,213,"Could you assist in creating a travel plan that begins in San Jose and ends in Washington across 7 days, from March 3 to March 9, 2022? This trip is for three people and we have a budget of $15,700. Our preference for accommodations is private rooms. We plan to visit 3 cities in Washington state."
travelplanner_test_0631,631,Roanoke,Pennsylvania,7,medium,2,5700,"{""cuisine"": null, ""house rule"": ""children under 10"", ""room type"": null, ""transportation"": null}",house rule,2,38581,204,"Could you help create a travel plan for two people departing from Roanoke and visiting three cities in Pennsylvania over seven days, from March 22nd to March 28th, 2022? We need to find accommodations that allow children under 10 as we will be traveling with our young ones. The maximum budget for this trip is $5,700."
travelplanner_test_0632,632,Spokane,Minnesota,7,medium,2,5800,"{""cuisine"": null, ""house rule"": ""parties"", ""room type"": null, ""transportation"": null}",house rule,3,40520,214,"We are planning a trip for 2 persons. Our journey will begin in Spokane, and we would like to explore 3 distinct cities in Minnesota over a week from March 13th to March 19th, 2022. We estimate our budget to be around $5,800. As for accommodations, it is crucial for us to find places that allow parties."
travelplanner_test_0634,634,Key West,Pennsylvania,7,medium,6,7300,"{""cuisine"": null, ""house rule"": ""visitors"", ""room type"": null, ""transportation"": null}",house rule,2,37860,202,"Could you plan out a week-long trip for a group of 6 members departing from Key West and visiting 3 cities in Pennsylvania from March 12th to March 18th, 2022? We have a total budget of $7,300 for the trip. It is vital for us that our accommodations should be open to visitors."
travelplanner_test_0635,635,Columbus,Georgia,7,medium,6,12200,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": null, ""transportation"": null}",house rule,4,43139,232,"Could you create a one-week travel itinerary for a group of 6 individuals? We will be departing from Columbus and wish to visit 3 different cities in Georgia from March 19th to March 25th, 2022. Our budget is set at $12,200 for this trip. Please ensure our accommodations are pet-friendly as we will be bringing our pets."
travelplanner_test_0636,636,Dallas,South Carolina,7,medium,2,7900,"{""cuisine"": [""Indian"", ""Mediterranean""], ""house rule"": null, ""room type"": null, ""transportation"": null}",cuisine,4,45039,238,"We need a travel itinerary for a 7-day trip for two people departing from Dallas and heading to South Carolina from March 18th to March 24th, 2022. We plan to visit 3 cities during our stay. Our budget for the trip is set at $7,900. We enjoy Mediterranean and Indian cuisines."
travelplanner_test_0639,639,Albuquerque,Arizona,7,medium,5,8600,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": null, ""transportation"": null}",house rule,3,39414,203,"I need help crafting a travel itinerary for a group of 5, departing from Albuquerque and planning to visit 3 unique cities in Arizona. The trip is scheduled to span 7 days, from March 19th to March 25th, 2022. Our budget is set at $8,600 for our journey. We will be bringing pets, so we require accommodations that are pet-friendly."
travelplanner_test_0643,643,Asheville,Illinois,7,medium,2,7400,"{""cuisine"": null, ""house rule"": null, ""room type"": ""entire room"", ""transportation"": null}",room type,1,36565,191,"Could you help craft a 7-day travel plan for two, originating in Asheville and exploring three different cities in Illinois from March 16th through March 22nd, 2022? We have a budget of $7,400 and we would like to book entire rooms for our accommodations."
travelplanner_test_0646,646,Savannah,Indiana,7,medium,6,15600,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": null, ""transportation"": null}",house rule,3,39524,207,"Could you please arrange a 7-day trip starting from Savannah to 3 cities in Indiana for a group of 6 people? The trip will be from March 25th to March 31st, 2022. Our budget has been updated to $15,600. We're bringing our pets, so our accommodations need to be pet-friendly."
travelplanner_test_0651,651,Charlotte,Kentucky,7,medium,7,17600,"{""cuisine"": null, ""house rule"": ""visitors"", ""room type"": null, ""transportation"": null}",house rule,1,36649,195,"Could you help arrange a 7-day trip itinerary for a group of 7 people starting from Charlotte and visiting 3 cities in Kentucky from March 13th to March 19th, 2022? We have a budget of $17,600 for this trip. Our accommodations must allow visitors as part of their house rules."
travelplanner_test_0657,657,Minneapolis,Idaho,7,medium,2,6100,"{""cuisine"": null, ""house rule"": ""children under 10"", ""room type"": null, ""transportation"": null}",house rule,4,43016,226,"Could you plan a 7-day travel itinerary from Minneapolis to 3 cities in Idaho for 2 people, occurring from March 1st to March 7th, 2022? Our budget is revised to $6,100. Our accommodations must be suitable for children under 10 years old."
travelplanner_test_0658,658,Charlotte,South Carolina,7,medium,2,9500,"{""cuisine"": [""Indian"", ""French""], ""house rule"": null, ""room type"": null, ""transportation"": null}",cuisine,4,46146,244,"Could you please create a 7-day travel plan for 2 people, starting from Charlotte and visiting 3 cities in South Carolina from March 5th to March 11th, 2022? Our budget is set at $9,500. We are keen on trying French and Indian cuisines during our trip."
travelplanner_test_0659,659,Tucson,Washington,7,medium,8,45600,"{""cuisine"": [""Chinese"", ""American""], ""house rule"": null, ""room type"": null, ""transportation"": null}",cuisine,3,39673,204,"Could you create a week-long travel itinerary for a group of 8 starting in Tucson and including visits to 3 different Washington cities between March 18th to March 24th, 2022? Our budget is $45,600. We would really enjoy accommodations that provide options to try out some Chinese and American cuisine during our trip."
travelplanner_test_0660,660,Rapid City,Minnesota,7,medium,7,17600,"{""cuisine"": null, ""house rule"": ""children under 10"", ""room type"": null, ""transportation"": null}",house rule,3,40320,213,"Could you help us organize a week-long trip for a group of 7 people, departing from Rapid City and heading to Minnesota, where we intend to visit 3 different cities from March 25th to March 31st, 2022? We have a budget of $17,600. When considering accommodations, please ensure they are suitable for children under 10."
travelplanner_test_0663,663,El Paso,Colorado,7,medium,7,25900,"{""cuisine"": null, ""house rule"": null, ""room type"": ""private room"", ""transportation"": null}",room type,1,34262,183,"Could you arrange a week-long travel plan for a group of 7, starting from El Paso and visiting 3 cities in Colorado from March 16th to March 22nd, 2022? We have a budget of $25,900. We would also prefer to have private rooms for our accommodations."
travelplanner_test_0667,667,San Francisco,Idaho,7,medium,8,28900,"{""cuisine"": [""American"", ""Italian""], ""house rule"": null, ""room type"": null, ""transportation"": null}",cuisine,4,44054,227,"Could you generate a 7-day travel itinerary for a group of 8, departing from San Francisco and exploring 3 cities in Idaho from March 3rd to March 9th, 2022? Our budget is now set at $28,900. For dining, we enjoy both American and Italian cuisines."
travelplanner_test_0671,671,Louisville,Colorado,7,medium,7,11600,"{""cuisine"": null, ""house rule"": null, ""room type"": ""entire room"", ""transportation"": null}",room type,1,37346,191,"Could you create a 7-day travel plan for a party of 7, departing from Louisville and planning to visit 3 cities in Colorado between March 6th and March 12th, 2022? For accommodations, we would like properties where we can access entire rooms. Our total budget for the trip is around $11,600."
travelplanner_test_0674,674,Sacramento,Oregon,7,medium,4,4500,"{""cuisine"": [""Italian"", ""Mexican""], ""house rule"": null, ""room type"": null, ""transportation"": null}",cuisine,3,40101,203,"I need assistance in creating a 7-day travel itinerary for a group of 4 people. The trip, which begins in Sacramento and encompasses 3 unique cities in Oregon, is scheduled between March 4th and March 10th, 2022. We have allocated a budget of $4,500 for this trip. We have a preference for Italian and Mexican cuisines during our stay."
travelplanner_test_0679,679,Belleville,Arizona,7,medium,2,8000,"{""cuisine"": null, ""house rule"": ""parties"", ""room type"": null, ""transportation"": null}",house rule,2,37845,197,"I need assistance in crafting a 7-day travel plan for 2 individuals, commencing in Belleville and journeying through 3 different cities in Arizona, from March 2nd to March 8th, 2022. Our budget for this expedition is $8,000. Additionally, we'd like to ensure our accommodations allow parties."
travelplanner_test_0680,680,Erie,Illinois,7,medium,2,8100,"{""cuisine"": null, ""house rule"": null, ""room type"": ""not shared room"", ""transportation"": null}",room type,1,36262,190,"I need a week-long travel plan for two starting from Erie and proceeding to three different cities in Illinois. The dates of the trip are from March 1st to March 7th, 2022. We're working with a budget of $8,100. For our accommodations, we would prefer rooms that are not shared."
travelplanner_test_0681,681,San Diego,Utah,7,medium,2,9300,"{""cuisine"": [""American"", ""Italian""], ""house rule"": null, ""room type"": null, ""transportation"": null}",cuisine,2,38149,199,"We require a one-week travel itinerary for 2 people from San Diego to explore 3 different cities in Utah. The travel dates are set from March 22nd to March 28th, 2022, and our budget is capped at $9,300. We would love to try out Italian and American cuisines during our trip."
travelplanner_test_0682,682,Seattle,San Francisco,3,hard,4,2900,"{""cuisine"": [""American"", ""Mexican"", ""Mediterranean"", ""French""], ""house rule"": ""pets"", ""room type"": null, ""transportation"": ""no flight""}",cuisine+house rule+transportation,4,20078,95,"Can you create a travel plan for a group of 4 departing from Seattle and heading to San Francisco for 3 days, from March 6th to March 8th, 2022? Our budget is $2,900. We are bringing pets, so accommodations need to be pet-friendly. We are interested in trying Mexican, French, American, and Mediterranean cuisines during our visit. We would also prefer to avoid flying for transportation."
travelplanner_test_0683,683,Milwaukee,Phoenix,3,hard,2,2800,"{""cuisine"": [""Chinese"", ""Mexican"", ""Mediterranean"", ""French""], ""house rule"": null, ""room type"": ""entire room"", ""transportation"": ""no self-driving""}",cuisine+room type+transportation,2,14624,74,"I need a travel plan for 2 individuals departing from Milwaukee to Phoenix with a budget of $2,800. The travel spans from March 9th to March 11th, 2022. We hope to enjoy a variety of cuisines during our stay: French, Mediterranean, Chinese, and Mexican. We're not planning on self-driving, and we prefer accommodations where we have entire rooms."
travelplanner_test_0685,685,Boston,Washington,3,hard,2,900,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": ""not shared room"", ""transportation"": ""no flight""}",house rule+room type+transportation,4,25724,117,"Can you help me plan a 3-day trip from Boston to Washington for two people from March 19th to March 21st, 2022 on a budget of $900? We require accommodations where pets are allowed, and we prefer not shared rooms. We also request no flights for transportation."
travelplanner_test_0686,686,Fort Smith,Dallas,3,hard,4,3200,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": ""entire room"", ""transportation"": ""no flight""}",house rule+room type+transportation,4,21390,118,"Could you formulate a 3-day trip for a group of 4 from Fort Smith to Dallas which spans March 6th to March 8th, 2022? We have a budget of $3,200 for the trip. Regarding accommodations, entire rooms are preferable, and places that allow pets are essential as we intend to bring our pets along. Importantly, we would prefer that our travel method exclude taking a flight."
travelplanner_test_0688,688,St. Petersburg,Cincinnati,3,hard,2,1800,"{""cuisine"": null, ""house rule"": ""parties"", ""room type"": ""not shared room"", ""transportation"": ""no self-driving""}",house rule+room type+transportation,1,13362,70,"Can you create a 3-day travel itinerary for two people departing from St. Petersburg and visiting Cincinnati from March 13th to March 15th, 2022? Our total budget is $1,800. We're interested in accommodations that allow parties and offer non-shared rooms. Also, we do not prefer to drive ourselves."
travelplanner_test_0689,689,El Paso,Los Angeles,3,hard,2,1400,"{""cuisine"": [""Italian"", ""Indian"", ""Mediterranean"", ""French""], ""house rule"": ""children under 10"", ""room type"": null, ""transportation"": ""no flight""}",cuisine+house rule+transportation,1,14129,71,"Could you assist in planning a 3-day trip for two, departing from El Paso to Los Angeles from March 6th to March 8th, 2022? Our budget is now $1,400. We need accommodations that permit children under 10. We're eager to experience local French, Italian, Indian, and Mediterranean cuisines. Our preferred method of transportation is anything but flights."
travelplanner_test_0690,690,Wichita,Dallas,3,hard,2,1400,"{""cuisine"": [""American"", ""Italian"", ""Mexican"", ""Mediterranean""], ""house rule"": ""parties"", ""room type"": ""entire room"", ""transportation"": null}",cuisine+house rule+room type,4,22029,121,"Can you assist in creating a 3-day travel plan for 2 individuals departing from Wichita and heading to Dallas from March 11th to March 13th, 2022? Our budget is $1,400. We require accommodations that allow parties and provide entire rooms. As for cuisine, we'd like to sample Mediterranean, Italian, American, and Mexican dishes during our trip."
travelplanner_test_0691,691,Burbank,Salt Lake City,3,hard,2,1900,"{""cuisine"": null, ""house rule"": ""children under 10"", ""room type"": ""private room"", ""transportation"": ""no flight""}",house rule+room type+transportation,1,13497,66,"Could you create a 3-day travel plan for 2 people departing from Burbank and arriving in Salt Lake City, spanning from March 22nd to March 24th, 2022 under a budget of $1,900? Our accommodations need to be private rooms and should allow children under 10 since we have young children. We'd also prefer not to take a flight for transportation."
travelplanner_test_0692,692,Santa Ana,Houston,3,hard,2,2900,"{""cuisine"": [""American"", ""Italian"", ""Mexican"", ""Mediterranean""], ""house rule"": ""visitors"", ""room type"": null, ""transportation"": ""no self-driving""}",cuisine+house rule+transportation,1,14014,73,"I need help in creating a travel plan for two people departing from Santa Ana and traveling to Houston for 3 days, from March 21st to March 23rd, 2022, with a maximum budget of $2,900. The accommodations should ideally allow visitors. For dining, we prefer Mediterranean, American, Italian, and Mexican cuisines. As for transportation, we prefer not to self-drive during this trip."
travelplanner_test_0693,693,Sioux Falls,Minneapolis,3,hard,2,1100,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": ""private room"", ""transportation"": ""no self-driving""}",house rule+room type+transportation,3,17685,88,"Could you assist in creating a 3-day travel itinerary for two people, starting in Sioux Falls and heading to Minneapolis, from March 14th to March 16th, 2022? We want pet-friendly accommodations with private rooms and prefer not to do any self-driving. Our budget is set at $1,100."
travelplanner_test_0694,694,Detroit,Norfolk,3,hard,3,2800,"{""cuisine"": null, ""house rule"": ""smoking"", ""room type"": ""entire room"", ""transportation"": ""no flight""}",house rule+room type+transportation,2,14585,75,"Could you devise a 3-day travel itinerary for a group of 3, departing from Detroit and heading to Norfolk from March 5th to March 7th, 2022? Our budget is set at $2,800. We require accommodations that allow smoking and should ideally be entire rooms. We would prefer to avoid any flights for our transportation."
travelplanner_test_0695,695,Panama City,Atlanta,3,hard,4,3300,"{""cuisine"": [""American"", ""Indian"", ""Mediterranean"", ""French""], ""house rule"": ""pets"", ""room type"": null, ""transportation"": ""no flight""}",cuisine+house rule+transportation,3,16927,89,"Can you help me arrange a 3-day trip for four people departing from Panama City to Atlanta from March 10th to 12th, 2022? Our budget is now $3,300. We intend to stick to ground transportation for the journey, avoiding flights. We'll be bringing our pets along, so pet-friendly accommodations are crucial. We enjoy Mediterranean, French, American, and Indian cuisines, so we'd like to find restaurants offering these options."
travelplanner_test_0696,696,Bakersfield,Dallas,3,hard,3,3700,"{""cuisine"": [""Chinese"", ""American"", ""Italian"", ""Mediterranean""], ""house rule"": ""pets"", ""room type"": null, ""transportation"": ""no self-driving""}",cuisine+house rule+transportation,4,20268,113,"Could you assist with crafting a 3-day travel agenda for a group of 3, departing from Bakersfield and heading to Dallas from March 5th to 7th, 2022? We have set aside a budget of $3,700 for the trip. We're pet owners, so it's important for us to find pet-friendly accommodations. We prefer to use public transport or hire transportation, rather than driving ourselves. As for dining, we are interested in sampling Mediterranean, Italian, American, and Chinese cuisines."
travelplanner_test_0697,697,Milwaukee,Newark,3,hard,6,2700,"{""cuisine"": null, ""house rule"": ""children under 10"", ""room type"": ""entire room"", ""transportation"": ""no flight""}",house rule+room type+transportation,2,14938,77,"Could you help create a travel itinerary for a group of 6, departing from Milwaukee and headed to Newark? We plan to be there for 3 days from March 9th to March 11th, 2022. We have a budget of $2,700 earmarked for this trip. Importantly, our accommodations must be child-friendly, accepting children under 10 years, and we'd prefer entire rooms to ourselves. We do not wish to take any flights for transportation."
travelplanner_test_0698,698,Rochester,Charlotte,3,hard,2,800,"{""cuisine"": null, ""house rule"": ""visitors"", ""room type"": ""not shared room"", ""transportation"": ""no flight""}",house rule+room type+transportation,2,14399,74,"Could you assist me in organizing a travel plan for two people, starting from Rochester, heading towards Charlotte for a three-day trip from March 19th to March 21st, 2022? Our budget is now $800. We require accommodations where rooms are not shared and where we can expect to have visitors. Please also note that we prefer not to be traveling by flight."
travelplanner_test_0699,699,Chicago,Cincinnati,3,hard,2,2100,"{""cuisine"": null, ""house rule"": ""visitors"", ""room type"": ""private room"", ""transportation"": ""no self-driving""}",house rule+room type+transportation,3,16842,84,"Could you create a travel itinerary for a trip from Chicago to Cincinnati, which will be for 3 days, from March 16th to March 18th, 2022? The plan is for 2 persons and our budget is $2,100. We prefer to stay in private rooms that allow visitors. We don't plan on self-driving for this trip."
travelplanner_test_0700,700,Roswell,Phoenix,3,hard,2,2500,"{""cuisine"": [""Italian"", ""Mexican"", ""Indian"", ""French""], ""house rule"": ""visitors"", ""room type"": ""entire room"", ""transportation"": null}",cuisine+house rule+room type,1,13005,66,"Could you make a 3-day travel plan for two people, starting from Roswell and going to Phoenix, spanning from March 3rd to March 5th, 2022? Our budget is set at $2,500 and we require accommodations where visitors are allowed and that provide us with entire rooms. In addition, we would love to experience Mexican, Italian, Indian, and French cuisines."
travelplanner_test_0701,701,New York,Wilmington,3,hard,2,1900,"{""cuisine"": [""American"", ""Italian"", ""Indian"", ""Mediterranean""], ""house rule"": null, ""room type"": ""not shared room"", ""transportation"": ""no flight""}",cuisine+room type+transportation,3,15152,73,"Can you help me put together a 3-day travel itinerary for two people leaving New York for Wilmington from March 24th to March 26th, 2022? We've allocated $1,900 for this trip. Our dining preferences include Indian, Italian, Mediterranean, and American cuisines. We require accommodations that do not include shared rooms. Additionally, we would prefer to avoid flying as our mode of transportation."
travelplanner_test_0702,702,Spokane,Oakland,3,hard,2,1400,"{""cuisine"": null, ""house rule"": ""pets"", ""room type"": ""entire room"", ""transportation"": ""no self-driving""}",house rule+room type+transportation,1,12334,66,"Could you create a travel itinerary for 2 people, starting in Spokane and ending in Oakland over a span of 3 days, from March 4th to March 6th, 2022? Our budget is limited to $1,400. We require accommodations that allow pets and should ideally be entire rooms. Please make sure that we do not have to drive ourselves during our stay."
travelplanner_test_0703,703,Denver,Kansas City,3,hard,3,2300,"{""cuisine"": null, ""house rule"": ""parties"", ""room type"": ""entire room"", ""transportation"": ""no self-driving""}",house rule+room type+transportation,4,18813,96,"Could you help plan a 3-day trip for 3 people leaving from Denver and heading to Kansas City? We need to travel from March 16th to March 18th, 2022. Our budget is set at $2,300. We require accommodations where parties are permitted, and we'd like to book entire rooms. We prefer to use public or hired transport and not self-driving."
travelplanner_test_0704,704,Des Moines,Charlotte,3,hard,5,7000,"{""cuisine"": null, ""house rule"": ""parties"", ""room type"": ""entire room"", ""transportation"": ""no self-driving""}",house rule+room type+transportation,2,14417,74,"Could you help me develop a 3-day trip plan for a group of 5, taking off from Des Moines and heading to Charlotte, from March 26th to March 28th, 2022? We're allocating $7,000 for this journey. We require accommodations where parties are allowed and that offer entire rooms. Do note, we're not looking for self-driving options during our stay."
travelplanner_test_0705,705,Minneapolis,La Crosse,3,hard,6,4400,"{""cuisine"": [""Chinese"", ""Italian"", ""Mexican"", ""French""], ""house rule"": ""children under 10"", ""room type"": null, ""transportation"": ""no self-driving""}",cuisine+house rule+transportation,2,14601,74,"Can you generate a 3-day travel itinerary from March 2nd to March 4th, 2022, for a party of 6, traveling from Minneapolis to La Crosse? The accommodations need to be suitable for children under 10. Our food preferences include Chinese, Mexican, Italian, and French cuisines. We'd prefer not to drive ourselves, and our budget for the trip is $4,400."
